index	dev_index	question1	cues	question2	cues	judgment	is_important	
495	1738	Why do guys always pay more attention to my friends than me and make me feel invisible?		Facebook blocked links to my website How can I get it unblocked?	unblocked [11]	0	No
496	5522	How can I transfer a mortgage to another person?		Is he Japanese or Chinese or Korean or none of them ?	none [8]	0	No
497	35257	What was Jesus original name?		Why was Jesus not named Immanuel?	not [3]	0	No
498	9789	Why are the 5 million non-Jewish victims of the Holocaust rarely mentioned?	non [5] | - [6]	Why has the Jewish holocaust received much more historical and media acknowledgment than the holocaust in the Congo in which 10 million were slaughtered by Leopold II of Belgium?		0	No
499	35919	Hindi (language): What is wrong about addressing one's girlfriend as ""aap"" rather than ""tum""?	rather [20]	Is it wrong to have more than one girlfriend at once?		0	No
500	30598	What things should a person not skimp on when buying?	not [5]	How do billionaires buy things?		0	No
501	10052	Why is Jimmy Wales everywhere?		Why is Jimmy Wales not a billonaire?	not [4]	0	No
502	32297	What are the differences among gulfs, bays, harbors, and coves?		If a gulf is a larger bay, then why is it the Bay of Bengal and not the Gulf of Bengal?	not [17]	0	No
503	28588	How can I hack the others Facebook account?		How can I hack somebody's Facebook account if that person is not added as a friend?	not [12]	1	No
504	19942	Is there no way to pause/resume downloads in Android SDK Manager?	no [2]	What is the difference between Android SDK and Android Studio?		0	No
505	33595	How do I print ""hello world"" in C without using main in my program?	without [13]	Why do we use main() in C or C++ language?		0	No
506	3633	What happens if I register for GRE and not write the test?	not [8]	How many months before should I register to take the GRE test?		0	No
507	17001	Which place in India would you highly recommend visting to attain the priceless peace?	priceless [12]	What are the most beautiful places in India?		0	No
508	8572	I'm not a native speaker. Will reading on Quora every day improve my English significantly?	not [2]	Could reading on Quora improve my English significantly?		1	No
509	25852	Why did you choose to proceed on to a Junior College and not Polytechnic (vice versa)?	not [12]	What are the pros and cons of studying in the polytechnics versus junior colleges in Singapore?		0	No
510	8617	Philippines: Where do you get your news?		Who is the most unbiased and reliable source of news in the Philippines?	unbiased [4]	0	No
511	20317	Why do people get cranky when they don't eat?	n't [8]	Why don't people use the food they don't eat as compost?	n't [2] | n't [9]	0	No
512	27113	Does Garcinia Cambogia work as well for losing weight as advertised?		Does Garcinia Cambogia really help with weight loss without having any side effects?	without [8]	1	
513	23008	What do we call people who think everything deeply?		How do I react to people who think deeply unnecessarily?	unnecessarily [9]	0	No
514	679	How can I get a complete list of all old Gmail accounts in my name?		I can't remember all the info of my Gmail accounts. How can I find out the list of Gmail accounts that I've oppened?	n't [2]	1	No
515	18799	Why does $500 trillion rich Rothschilds are not on Forbes richest people list?	not [8]	Who are the richest people in trinidad?		0	No
516	13801	Is it a must to tip waiters in U.S?		What happens if I do not tip my waiter in the U.S.?	not [5]	0	No
517	3602	My YU yuphoria on android is hard bricked. Neither it is switching on nor it switching to fastboot recovery mode. Its not even charging. What's the solution to it?	Neither nor [9, 14] | not [23]	My gionee M2 phone is neither charging nor starting. What should I do?	neither nor [5, 7]	0	No
518	13068	Can people still see questions that are marked as needing improving?		If Quora doesn't understand my question and marks it as needing improvement, can others still see it?	n't [3]	1	No
519	12048	What is the difference between friends, friends of friends and public in Facebook?		I temporarily disabled my Instagram account, but I can't log into it anymore. Why can't I log into it?	n't [10] | n't [18]	0	No
520	1538	Are antimatter and dark matter the same thing?		What would the implications be if we discovered there is no such thing as ""dark matter?	no [11]	0	No
521	7606	My inbox shows 1 unread email even though I have no unread emails. I am using Google chrome. I tried searching ""is: unread in:anywhere"". But this doesn't work. Could anyone tell me how to fix this?	unread [5] | no [11] | unread [12] | unread [28] | n't [38]	Been 1 month, Jabong didn't deliver my product yet. Tried contacting them multiple times but they don't even reply to emails. What should I do?	n't [6] | n't [20]	0	No
522	31363	Does this sound like a seizure? Staring off in to space, eyes rolling up, rapid blinking, inability to respond, arms and legs jerking. 3-4 times a day		Why don’t Premier League clubs use tiki-taka style of play to open up defenses like Spanish clubs?	n’t [2]	0	No
523	29815	How does a car salesmen use personal selling?		How should you sell your used car if you want to sell your car in a day or two and not use Craigslist?	not [20]	0	No
524	27933	If dark energy is being created with expansion can infinite of it be created?		If energy is not conserved in an expanding universe, is potential energy infinite (the energy that can be created is infinite)?	not [3]	1	No
525	26708	Why Indian government do not shut down BAMS course even after seeing that it is useless?	not [4] | useless [15]	Is BAMS an integrated course?		0	No
526	10572	Why do some people not dream while asleep?	not [4]	Most of us dream while we are asleep, but some say they don't get any dreams at all while sleeping? What makes people say so? Don't they dream at all?	n't [14] | n't [30]	1	No
527	27067	Why Ayurveda is boring?		Why Ayurveda is so boring and unscientific?	unscientific [6]	1	No
528	342	Why didn't (don't) followers of the Hebrew Bible consider Jesus to be the Messiah?	n't [2] | n't [5]	Why didn't/don’t Jews accept Jesus Christ as their messiah?		0	No
529	16646	Why do some people on Quora go anonymous?		Why do people tend to go Annonymous on Quora for no reason?	no [10]	1	No
530	23024	Why am I always horny?		I want to have a threesome but my boyfriend doesn't. What do I do?	n't [10]	0	No
531	34762	What are the current figures on the ""Reporters Without Borders""?	Without [11]	How do you become an overseas reporter?		0	No
532	27324	If a frequent flyer program allows you to earn ""250 award miles per stay"" at a hotel, then do you earn the same number of miles regardless ofhow long you stayed at the hotel?	regardless [32]	A cab's flat rate is $6 at $0.75 per mile. How many miles could you travel if you only have $20 to spend?		0	No
533	34897	Why cant I get a credit card with no credit?	no [9]	Should I get a credit card?		0	No
534	22713	How do I get past the awkwardness of sitting alone at lunch in high school?		What is it like to not get married and live alone?	not [5]	0	No
535	6332	Microeconomics: How would you explain elasticity to a child?		What are the most unusual business models?	unusual [4]	0	No
536	4780	I'm scared of my behavior and hate myself, can anyone help me?		How can I know if my interpretation of my dog's behavior towards me is a projection of the way I feel about myself, such as when he looks blue and I think I'm not a good enough parent?	not [36]	0	No
537	14531	Why is 2000 rupee note introduced and the 1000 rupee note is scraped? Why can't 1000 note also be changed to new ones like the 500?	n't [16]	If PM Modi wants to curb black money? Why was the new 2000 rupee note introduced?		1	No
