index	dev_index	premise	cues	hypothesis	cues	judgment	is_important
404	5010	The UMC supports research on what cells retrieved from umbilical cords?		The UMC supports federal funding for research on embryos created for IVF that remain after the procreative efforts have ceased, if the embryos were provided for research instead of being destroyed, were not obtained by sale, and those donating had given prior informed consent for the research purposes.	not [34]	not_entailment	No
405	3413	Who was UPT forced to separate themselves from in 1949?		At the end of 1949, movie theater operator United Paramount Theatres (UPT) was forced by the U.S. Supreme Court to become an independent entity, separating itself from Paramount Pictures.	independent [25]	entailment	No
406	4561	In the article's title, what did the machine hope to end?		However, his religious views remain uncertain due to other statements that he made.	uncertain [6]	not_entailment	No
407	4066	Where do a majority of consultant pharmacists tend to work?		Consultant pharmacists most typically work in nursing homes, but are increasingly branching into other institutions and non-institutional settings.	non [17] | - [18]	entailment	No
408	4299	Who sees a patient after a nurse can not help anymore?	not [8]	According to the Kenya National Bureau of Statistics, in 2011 there were 65,000 qualified nurses registered in the country; 8,600 clinical officers and 7,000 doctors for the population of 43 million people (These figures from official registers include those who have died or left the profession hence the actual number of these workers may be lower).		not_entailment	No
409	3646	What were the first local stations to offer streams of their programming on WATCH ABC?		New York City O&O WABC-TV and Philadelphia O&O WPVI-TV were the first stations to offer streams of their programming on the service (with a free preview for non-subscribers through June 2013), with the six remaining ABC O&Os offering streams by the start of the 2013–14 season.	non [32]	entailment	No
410	1045	The UK and France had non interruptions in their oil supply as they did not allow which country to use their airfield?	non [5] | not [14]	Of the nine members of the European Economic Community (EEC), the Netherlands faced a complete embargo, the UK and France received almost uninterrupted supplies (having refused to allow America to use their airfields and embargoed arms and supplies to both the Arabs and the Israelis), while the other six faced partial cutbacks.	uninterrupted [26]	entailment	No
411	475	What type of technology is the non organic separating of gases?	non [6]	The other major method of producing O_2 gas involves passing a stream of clean, dry air through one bed of a pair of identical zeolite molecular sieves, which absorbs the nitrogen and delivers a gas stream that is 90% to 93% O_2.		not_entailment	No
412	4389	Who was appointed Genghis Khan's successor?		In The Secret History of the Mongols, just before the invasion of the Khwarezmid Empire by Genghis Khan, Chagatai declared before his father and brothers that he would never accept Jochi as Genghis Khan's successor.	never [30]	not_entailment	No
413	2901	What company filed a complaint with the FCC in 1934 concerning problems establishing new stations?		Having no power over the networks themselves, the FCC established a regulation forbidding licenses to be issued for radio stations if they were affiliated with a network which already owned multiple networks that provided content of public interest.	no [1]	not_entailment	No
414	1307	What's Thomas Piketty's job?		Moreover, Piketty argues that the "magical" Kuznets curve hypothesis, with its emphasis on the balancing of economic growth in the long run, cannot account for the significant increase in economic inequality throughout the developed world since the 1970s.	not [28]	not_entailment	No
415	986	What is an example of a machine model that deviates from a generally accepted multi-tape Turing machine?		Perhaps surprisingly, each of these models can be converted to another without providing any extra computational power.	without [12]	not_entailment	No
416	4523	How was this possible		It was the first network to make the hosts responsible for reliable delivery of data, rather than the network itself, using unreliable datagrams and associated end-to-end protocol mechanisms.	rather than [16, 17] | unreliable [23]	entailment	No
417	2418	Where is corporal punishment no longer practiced?	no [4]	In past times, corporal punishment (spanking or paddling or caning or strapping or birching the student in order to cause physical pain) was one of the most common forms of school discipline throughout much of the world.		not_entailment	No
